customer_id,age,gender,loyalty_member,join_date
C005237,61,Male,Yes,2021-07-19
C005238,34,Male,No,2021-10-26
C005239,52,Male,No,2023-02-26
C005240,62,Female,No,2025-06-15
C005241,60,Female,No,2024-02-21
C005242,26,Male,No,2025-03-22
C005243,20,Male,No,2021-10-07
C005244,29,Male,Yes,2026-02-02
C005245,19,Male,Yes,2025-11-19
C005246,24,Female,Yes,2023-06-02
C005247,63,Male,No,2024-04-02
C005248,48,Female,Yes,2022-08-15
C005249,41,Female,No,2023-02-14
C005250,25,Male,No,2023-12-20
C005251,68,Male,Yes,2025-02-04
C005252,22,Female,Yes,2023-04-04
C005253,18,Female,No,2024-05-09
C005254,53,Female,No,2021-08-13
C005255,32,Male,No,2022-10-21
C005256,28,Female,Yes,2023-12-30
C005257,34,Female,Yes,2022-06-04
C005258,23,Male,No,2023-08-28
C005259,31,Female,No,2024-05-09
C005260,57,Female,No,2024-05-01
C005261,33,Female,No,2025-07-17
C005262,22,Female,No,2024-06-11
C005263,55,Female,Yes,2024-02-25
C005264,44,Female,No,2025-03-01
C005265,29,Male,Yes,2023-12-01
C005266,19,Female,No,2023-01-04
C005267,38,Female,No,2022-03-15
C005268,19,Female,No,2023-01-18
C005269,59,Female,Yes,2021-03-31
C005270,37,Female,No,2025-06-13
C005271,26,Male,Yes,2025-01-21
C005272,42,Male,Yes,2025-08-25
C005273,60,Male,Yes,2026-01-06
C005274,39,Female,No,2021-07-02
C005275,56,Female,Yes,2023-11-04
C005276,58,Male,No,2023-04-15
C005277,63,Male,No,2021-10-23
C005278,55,Male,Yes,2025-05-07
C005279,59,Male,Yes,2024-04-17
C005280,69,Female,Yes,2021-09-30
C005281,32,Female,No,2021-03-22
C005282,31,Male,Yes,2024-04-24
C005283,66,Male,No,2021-12-01
C005284,59,Male,Yes,2022-07-24
C005285,60,Female,Yes,2021-08-11
C005286,44,Female,Yes,2023-07-02
C005287,69,Male,Yes,2021-04-25
C005288,63,Male,No,2024-01-22
C005289,23,Male,Yes,2025-09-23
C005290,47,Male,Yes,2022-05-16
C005291,55,Male,Yes,2024-02-29
C005292,23,Male,No,2022-05-01
C005293,46,Male,Yes,2022-09-01
C005294,45,Male,Yes,2025-11-29
C005295,18,Male,No,2025-11-10
C005296,59,Male,Yes,2021-08-12
C005297,35,Female,Yes,2025-12-17
C005298,55,Male,No,2021-10-01
C005299,59,Male,No,2023-09-29
C005300,62,Male,Yes,2022-12-14
C005301,48,Male,Yes,2021-03-30
C005302,40,Male,No,2022-03-29
C005303,68,Male,Yes,2021-08-21
C005304,30,Male,No,2025-03-25
C005305,61,Male,Yes,2025-12-11
C005306,61,Female,Yes,2024-01-01
C005307,63,Female,Yes,2024-10-12
C005308,35,Male,No,2022-04-11
C005309,19,Female,No,2022-10-21
C005310,58,Male,Yes,2023-11-08
C005311,64,Female,No,2021-05-07
C005312,58,Male,Yes,2024-12-08
C005313,19,Male,No,2021-10-10
C005314,32,Male,No,2023-08-13
C005315,61,Female,Yes,2022-05-26
C005316,32,Male,Yes,2023-08-20
C005317,24,Male,Yes,2025-04-22
C005318,40,Male,No,2023-03-23
C005319,68,Female,Yes,2025-07-28
C005320,55,Female,No,2022-12-11
C005321,35,Female,No,2023-03-07
C005322,66,Male,No,2024-07-19
C005323,18,Male,Yes,2023-05-11
C005324,57,Male,Yes,2023-12-05
C005325,63,Female,Yes,2022-11-12
C005326,53,Female,No,2026-01-19
C005327,32,Male,No,2021-05-17
C005328,64,Female,No,2023-05-25
C005329,38,Female,No,2022-05-10
C005330,52,Male,Yes,2025-02-03
C005331,61,Female,No,2025-06-12
C005332,19,Female,Yes,2023-12-04
C005333,26,Female,Yes,2023-05-22
C005334,50,Male,Yes,2022-07-11
C005335,29,Female,No,2022-08-01
C005336,19,Female,Yes,2025-08-08
C005337,56,Female,Yes,2025-08-29
C005338,28,Male,Yes,2024-02-01
C005339,51,Male,No,2024-07-03
C005340,40,Male,No,2021-06-30
C005341,45,Female,No,2025-10-27
C005342,23,Male,No,2024-04-12
C005343,28,Female,Yes,2022-12-30
C005344,57,Male,No,2024-04-29
C005345,41,Male,No,2022-12-22
C005346,26,Female,Yes,2026-01-21
C005347,32,Female,Yes,2025-02-27
C005348,46,Male,Yes,2022-01-17
C005349,59,Male,Yes,2023-04-07
C005350,38,Male,No,2024-08-19
C005351,53,Female,No,2023-05-26
C005352,65,Male,Yes,2023-11-05
C005353,53,Male,No,2024-01-09
C005354,42,Male,Yes,2022-02-08
C005355,31,Male,Yes,2024-11-30
C005356,47,Male,Yes,2021-03-17
C005357,58,Female,No,2023-07-10
C005358,36,Female,No,2025-05-16
C005359,19,Male,No,2023-04-12
C005360,65,Male,Yes,2021-10-30
C005361,18,Male,Yes,2023-02-13
C005362,20,Female,Yes,2025-01-27
C005363,45,Male,Yes,2025-12-14
C005364,68,Female,Yes,2024-05-15
C005365,19,Female,No,2024-06-22
C005366,37,Male,No,2022-02-03
C005367,45,Male,No,2024-11-09
C005368,31,Female,No,2024-07-12
C005369,41,Male,No,2025-03-08
C005370,18,Female,Yes,2022-07-04
C005371,41,Male,Yes,2025-08-27
C005372,23,Female,Yes,2024-05-27
C005373,39,Female,Yes,2024-06-25
C005374,47,Male,No,2021-04-20
C005375,59,Male,Yes,2022-11-18
C005376,57,Male,Yes,2024-05-30
C005377,31,Female,Yes,2024-03-11
C005378,34,Female,No,2021-10-18
C005379,27,Male,No,2025-05-09
C005380,31,Male,Yes,2021-12-06
C005381,69,Female,No,2024-02-19
C005382,65,Female,Yes,2025-03-23
C005383,45,Male,Yes,2022-06-13
C005384,22,Female,Yes,2024-06-13
C005385,18,Male,Yes,2021-12-15
C005386,23,Male,Yes,2024-12-07
C005387,27,Female,No,2022-03-13
C005388,70,Male,Yes,2021-07-04
C005389,56,Male,Yes,2024-12-21
C005390,40,Female,No,2023-09-06
C005391,21,Male,No,2024-09-26
C005392,60,Female,No,2026-02-10
C005393,70,Male,Yes,2021-06-03
C005394,37,Female,No,2022-09-04
C005395,59,Male,No,2024-12-23
C005396,54,Female,Yes,2023-04-23
C005397,40,Female,No,2025-06-04
C005398,21,Male,No,2023-01-11
C005399,24,Female,No,2022-01-13
C005400,18,Female,Yes,2025-11-16
C005401,56,Female,No,2025-04-28
C005402,26,Male,No,2023-10-31
C005403,23,Female,No,2024-08-07
C005404,20,Male,No,2021-08-27
C005405,20,Female,No,2023-06-26
C005406,21,Female,Yes,2021-06-26
C005407,68,Male,No,2023-09-11
C005408,39,Female,No,2022-12-28
C005409,34,Female,No,2022-04-09
C005410,67,Male,No,2022-10-18
C005411,35,Male,No,2025-04-27
C005412,63,Male,No,2024-09-03
C005413,59,Male,Yes,2026-01-20
C005414,48,Male,Yes,2024-01-07
C005415,35,Male,Yes,2022-05-19
C005416,57,Male,No,2024-05-04
C005417,30,Female,Yes,2023-06-17
C005418,27,Female,Yes,2025-11-16
C005419,40,Male,No,2024-12-10
C005420,44,Female,Yes,2022-07-17
C005421,22,Male,No,2021-03-14
C005422,33,Male,Yes,2022-07-10
C005423,59,Male,No,2025-08-09
C005424,41,Female,Yes,2025-10-02
C005425,68,Female,Yes,2025-11-03
C005426,46,Female,Yes,2024-02-02
C005427,45,Female,Yes,2025-01-13
C005428,21,Male,No,2023-11-14
C005429,20,Female,No,2024-03-07
C005430,64,Male,No,2021-08-07
C005431,23,Male,No,2024-05-23
C005432,20,Female,No,2025-11-12
C005433,52,Female,Yes,2023-06-12
C005434,64,Male,No,2026-01-07
C005435,62,Female,No,2021-10-20
C005436,52,Male,No,2023-11-22
C005437,26,Male,No,2023-01-31
C005438,36,Female,No,2023-02-26
C005439,69,Male,Yes,2022-07-05
C005440,68,Female,Yes,2021-12-29
C005441,45,Female,No,2024-02-23
C005442,61,Male,Yes,2021-05-08
C005443,55,Female,No,2023-04-20
C005444,18,Female,Yes,2024-07-25
C005445,26,Male,Yes,2023-02-06
C005446,24,Female,No,2022-04-02
C005447,43,Male,Yes,2024-09-28
C005448,64,Male,No,2022-01-14
C005449,48,Male,No,2024-08-24
C005450,36,Female,Yes,2023-01-07
C005451,45,Male,No,2024-08-09
C005452,66,Female,No,2023-01-30
C005453,22,Male,Yes,2025-05-27
C005454,52,Female,Yes,2021-08-06
C005455,46,Male,Yes,2024-01-01
C005456,20,Female,Yes,2025-03-09
C005457,70,Male,Yes,2026-02-03
C005458,59,Male,No,2024-06-10
C005459,44,Male,Yes,2022-06-22
C005460,21,Male,Yes,2025-08-04
C005461,50,Male,No,2025-09-27
C005462,29,Female,No,2023-05-18
C005463,22,Female,Yes,2024-06-28
C005464,43,Male,No,2021-07-19
C005465,68,Female,Yes,2025-11-27
C005466,63,Male,Yes,2025-08-04
C005467,20,Female,No,2023-05-10
C005468,28,Female,No,2021-04-20
C005469,18,Male,Yes,2024-09-17
C005470,58,Female,No,2026-03-01
C005471,20,Female,No,2023-08-21
C005472,21,Male,Yes,2021-05-07
C005473,66,Male,Yes,2025-06-06
C005474,43,Female,No,2025-01-26
C005475,40,Male,Yes,2026-02-07
C005476,56,Female,Yes,2022-08-14
C005477,31,Female,Yes,2022-10-26
C005478,38,Female,No,2022-10-16
C005479,64,Female,No,2021-04-06
C005480,38,Male,Yes,2023-10-07
C005481,51,Female,No,2023-08-22
C005482,21,Male,No,2024-10-09
C005483,21,Female,Yes,2023-09-17
C005484,18,Male,No,2024-03-14
C005485,63,Male,No,2024-05-24
C005486,49,Male,Yes,2024-09-05
C005487,29,Male,No,2025-03-24
C005488,67,Female,No,2026-02-14
C005489,38,Male,No,2024-12-06
C005490,40,Female,Yes,2024-06-08
C005491,18,Male,Yes,2024-01-25
C005492,31,Female,No,2021-09-15
C005493,48,Male,No,2022-01-23
C005494,28,Male,Yes,2024-12-08
C005495,62,Female,No,2025-07-31
C005496,62,Female,No,2023-04-15
C005497,38,Male,No,2025-01-23
C005498,21,Male,No,2025-12-04
C005499,19,Male,No,2022-01-17
C005500,53,Female,No,2021-11-09
C005501,19,Female,Yes,2022-08-04
C005502,36,Male,No,2021-11-05
C005503,46,Female,Yes,2022-08-15
C005504,58,Male,No,2024-04-18
C005505,51,Female,Yes,2023-12-07
C005506,39,Male,No,2025-09-21
C005507,43,Female,No,2021-11-12
C005508,50,Female,Yes,2021-08-03
C005509,66,Female,No,2022-07-08
C005510,26,Female,Yes,2023-08-05
C005511,50,Female,No,2024-08-02
C005512,34,Male,Yes,2025-01-09
C005513,26,Female,No,2025-07-19
C005514,41,Male,Yes,2022-12-18
C005515,47,Male,No,2022-03-07
C005516,66,Male,Yes,2021-04-24
C005517,39,Male,No,2023-01-17
C005518,54,Female,No,2024-04-22
C005519,46,Male,No,2024-10-29
C005520,23,Male,No,2023-07-21
C005521,28,Female,No,2025-08-21
C005522,29,Female,No,2023-12-10
C005523,52,Male,No,2021-09-15
C005524,58,Female,Yes,2025-09-15
C005525,19,Male,Yes,2023-04-20
C005526,47,Male,Yes,2025-04-02
C005527,68,Male,Yes,2025-10-15
C005528,66,Male,No,2023-06-24
C005529,29,Male,Yes,2023-07-18
C005530,27,Female,No,2022-06-16
C005531,19,Female,Yes,2024-08-23
C005532,67,Male,Yes,2025-05-23
C005533,25,Male,No,2023-12-19
C005534,31,Female,No,2021-07-27
C005535,61,Male,Yes,2023-09-17
C005536,42,Male,No,2022-06-14
C005537,34,Male,No,2022-03-22
C005538,31,Female,Yes,2024-11-11
C005539,28,Female,No,2021-04-19
C005540,57,Male,No,2022-07-29
C005541,61,Female,No,2024-09-14
C005542,28,Female,Yes,2023-03-06
C005543,59,Male,No,2023-04-21
C005544,57,Female,Yes,2024-04-03
C005545,70,Male,No,2025-09-02
C005546,52,Male,Yes,2021-11-09
C005547,40,Male,Yes,2022-07-15
C005548,38,Male,No,2026-01-30
C005549,66,Male,No,2025-09-25
C005550,68,Male,Yes,2023-12-24
C005551,67,Male,Yes,2024-12-18
C005552,56,Male,No,2023-04-30
C005553,22,Male,Yes,2024-05-08
C005554,54,Female,Yes,2026-01-31
C005555,50,Male,Yes,2024-08-13
C005556,60,Female,Yes,2022-06-15
C005557,44,Male,No,2023-11-23
C005558,19,Female,No,2023-07-21
C005559,64,Male,No,2021-03-29
C005560,24,Female,Yes,2022-08-27
C005561,20,Male,Yes,2022-10-18
C005562,63,Male,Yes,2025-04-03
C005563,38,Male,No,2024-02-21
C005564,69,Female,Yes,2024-01-21
C005565,60,Male,No,2023-10-21
C005566,22,Female,No,2021-07-12
C005567,44,Male,Yes,2024-09-21
C005568,30,Female,Yes,2022-10-21
C005569,62,Male,No,2023-11-06
C005570,53,Male,Yes,2023-04-29
C005571,25,Female,Yes,2025-12-27
C005572,56,Male,Yes,2023-02-04
C005573,37,Male,Yes,2024-02-01
C005574,28,Female,No,2024-04-24
C005575,54,Female,Yes,2026-03-05
C005576,30,Male,Yes,2023-08-09
C005577,63,Female,Yes,2025-10-01
C005578,34,Female,Yes,2024-02-18
C005579,40,Female,Yes,2022-01-16
C005580,45,Female,No,2025-08-12
C005581,43,Female,No,2025-07-08
C005582,53,Female,No,2022-10-03
C005583,47,Female,Yes,2023-01-17
C005584,63,Female,Yes,2022-06-06
C005585,69,Male,No,2023-09-28
C005586,55,Male,Yes,2021-04-21
C005587,28,Male,Yes,2025-05-25
C005588,44,Male,Yes,2022-12-15
C005589,65,Female,Yes,2026-02-16
C005590,69,Male,Yes,2025-08-27
C005591,49,Female,No,2023-12-22
C005592,27,Female,Yes,2024-11-12
C005593,25,Female,No,2024-06-27
C005594,57,Male,Yes,2023-03-24
C005595,30,Female,No,2025-08-05
C005596,38,Female,No,2023-03-29
C005597,51,Male,Yes,2025-09-27
C005598,57,Male,Yes,2025-08-02
C005599,34,Female,Yes,2023-11-17
C005600,31,Female,No,2024-12-20
C005601,25,Male,Yes,2023-08-25
C005602,68,Female,No,2023-04-12
C005603,27,Female,No,2024-10-23
C005604,29,Male,No,2025-06-12
C005605,18,Female,No,2025-03-14
C005606,19,Male,Yes,2025-05-15
C005607,56,Female,No,2025-03-04
C005608,34,Female,Yes,2023-08-01
C005609,43,Male,No,2024-05-23
C005610,60,Male,Yes,2023-06-03
C005611,62,Female,No,2021-06-02
C005612,37,Female,Yes,2023-07-15
C005613,61,Female,No,2021-09-02
C005614,20,Female,No,2022-09-28
C005615,24,Male,Yes,2025-11-25
C005616,31,Female,No,2025-08-12
C005617,33,Male,Yes,2024-06-26
C005618,57,Female,No,2022-07-15
C005619,46,Female,Yes,2025-08-25
C005620,48,Female,Yes,2024-04-28
C005621,32,Female,No,2023-05-27
C005622,41,Female,Yes,2022-09-08
C005623,25,Male,Yes,2024-08-04
C005624,49,Male,No,2025-01-05
C005625,24,Male,No,2024-01-23
C005626,57,Female,No,2022-04-12
C005627,27,Male,No,2024-11-09
C005628,50,Female,No,2025-05-27
C005629,65,Male,Yes,2022-07-19
C005630,19,Male,No,2022-07-23
C005631,45,Female,Yes,2024-10-28
C005632,60,Male,Yes,2023-06-11
C005633,28,Male,Yes,2023-10-24
C005634,31,Female,Yes,2023-01-22
C005635,36,Female,Yes,2021-08-21
C005636,54,Male,Yes,2021-08-29
C005637,40,Female,Yes,2022-06-07
C005638,32,Female,No,2021-08-03
C005639,40,Female,Yes,2022-01-17
C005640,28,Female,No,2024-02-01
C005641,61,Female,Yes,2025-09-25
C005642,56,Male,Yes,2023-04-11
C005643,56,Male,No,2025-12-06
C005644,48,Male,No,2025-05-23
C005645,19,Female,No,2022-05-06
C005646,44,Male,Yes,2025-06-07
C005647,42,Female,No,2023-10-26
C005648,33,Female,No,2022-12-02
C005649,54,Female,Yes,2024-11-02
C005650,38,Male,No,2021-12-11
C005651,47,Male,No,2023-05-25
C005652,62,Male,Yes,2024-02-19
C005653,27,Male,Yes,2021-07-30
C005654,29,Male,Yes,2024-11-05
C005655,56,Female,No,2022-12-26
C005656,48,Female,No,2023-02-25
C005657,49,Female,No,2023-09-05
C005658,65,Male,No,2021-10-22
C005659,64,Female,Yes,2024-07-06
C005660,22,Female,Yes,2021-12-01
C005661,22,Female,Yes,2022-12-24
C005662,26,Female,No,2023-06-08
C005663,52,Female,No,2022-02-24
C005664,65,Male,No,2022-04-04
C005665,36,Male,No,2022-04-05
C005666,34,Male,Yes,2022-02-21
C005667,31,Female,Yes,2022-06-09
C005668,63,Male,Yes,2021-05-05
C005669,52,Male,Yes,2023-08-13
C005670,68,Female,No,2022-08-19
C005671,36,Male,No,2022-08-27
C005672,45,Female,Yes,2023-01-22
C005673,58,Female,Yes,2023-05-05
C005674,32,Female,Yes,2022-08-21
C005675,61,Male,No,2024-04-13
C005676,70,Male,No,2022-04-30
C005677,47,Male,Yes,2025-02-11
C005678,36,Female,No,2023-01-11
C005679,63,Male,No,2024-05-03
C005680,53,Female,Yes,2025-05-03
C005681,35,Female,Yes,2022-12-24
C005682,37,Male,Yes,2024-02-21
C005683,70,Male,Yes,2023-06-21
C005684,38,Female,Yes,2025-03-17
C005685,57,Female,Yes,2022-12-04
C005686,25,Female,No,2021-03-31
C005687,38,Male,No,2022-04-12
C005688,59,Male,Yes,2025-05-05
C005689,30,Male,No,2022-09-25
C005690,62,Male,No,2021-03-24
C005691,34,Male,Yes,2024-07-06
C005692,48,Female,Yes,2023-10-19
C005693,56,Female,No,2025-08-17
C005694,66,Male,No,2021-04-10
C005695,57,Female,Yes,2024-08-12
C005696,24,Male,No,2023-07-06
C005697,58,Female,No,2022-09-10
C005698,46,Male,Yes,2022-03-04
C005699,35,Female,No,2022-10-06
C005700,25,Male,No,2022-10-30
C005701,49,Male,No,2024-02-04
C005702,45,Female,Yes,2023-05-15
C005703,30,Male,No,2025-09-25
C005704,27,Male,Yes,2025-03-03
C005705,41,Male,Yes,2024-09-28
C005706,66,Female,No,2021-11-10
C005707,67,Male,Yes,2023-10-19
C005708,61,Female,Yes,2021-09-16
C005709,62,Female,Yes,2021-05-15
C005710,61,Female,Yes,2022-09-04
C005711,23,Male,Yes,2023-04-01
C005712,56,Male,No,2024-04-01
C005713,48,Male,Yes,2026-01-28
C005714,43,Female,Yes,2024-02-11
C005715,57,Female,No,2025-10-26
C005716,57,Female,No,2023-06-07
C005717,21,Female,No,2025-04-05
C005718,39,Female,Yes,2022-09-25
C005719,18,Female,No,2022-04-12
C005720,64,Male,No,2023-11-01
C005721,52,Male,Yes,2021-03-22
C005722,33,Female,Yes,2021-05-11
C005723,32,Female,No,2023-12-21
C005724,44,Female,Yes,2023-05-12
C005725,59,Female,No,2024-10-06
C005726,33,Male,Yes,2024-11-11
C005727,64,Male,No,2023-04-11
C005728,20,Female,Yes,2024-07-11
C005729,66,Male,Yes,2025-06-06
C005730,22,Male,No,2025-01-10
C005731,22,Female,No,2023-08-25
C005732,43,Female,Yes,2024-03-02
C005733,21,Male,No,2022-09-15
C005734,38,Male,Yes,2021-05-06
C005735,68,Female,No,2026-01-04
C005736,63,Male,No,2021-04-30
C005737,38,Male,No,2025-05-18
C005738,26,Male,Yes,2022-04-10
C005739,68,Female,No,2023-11-11
C005740,53,Female,Yes,2021-11-16
C005741,58,Female,Yes,2022-04-25
C005742,28,Male,No,2022-05-01
C005743,22,Female,No,2024-03-04
C005744,68,Female,No,2022-03-12
C005745,24,Female,Yes,2025-04-07
C005746,67,Male,Yes,2024-09-26
C005747,18,Male,No,2022-03-03
C005748,51,Male,Yes,2021-09-18
C005749,57,Female,No,2025-09-14
C005750,64,Female,No,2022-05-07
C005751,20,Female,Yes,2024-09-17
C005752,38,Female,Yes,2025-03-23
C005753,45,Female,Yes,2023-03-23
C005754,55,Male,Yes,2023-04-20
C005755,60,Male,Yes,2022-04-28
C005756,21,Male,No,2021-08-12
C005757,37,Male,Yes,2025-02-14
C005758,38,Male,Yes,2023-11-10
C005759,68,Male,No,2025-08-04
C005760,21,Male,Yes,2022-09-17
C005761,21,Male,No,2021-12-24
C005762,62,Male,Yes,2024-01-06
C005763,56,Female,Yes,2024-08-15
C005764,63,Female,No,2022-03-23
C005765,65,Male,No,2024-12-18
C005766,62,Female,Yes,2023-08-27
C005767,67,Male,Yes,2024-02-04
C005768,30,Male,Yes,2025-12-26
C005769,54,Female,Yes,2025-05-29
C005770,33,Female,Yes,2022-03-11
C005771,29,Female,Yes,2022-08-12
C005772,63,Male,No,2024-11-30
C005773,63,Female,Yes,2023-09-06
C005774,64,Female,No,2024-10-10
C005775,67,Male,Yes,2021-10-18
C005776,69,Female,Yes,2025-08-13
C005777,61,Male,Yes,2022-08-13
C005778,30,Male,No,2024-04-26
C005779,51,Male,No,2023-06-23
C005780,61,Male,No,2025-10-02
C005781,27,Female,Yes,2022-05-19
C005782,28,Male,No,2025-09-19
C005783,27,Male,No,2023-08-31
C005784,40,Female,Yes,2022-04-20
C005785,21,Female,Yes,2022-01-02
C005786,44,Female,Yes,2024-03-27
C005787,26,Male,No,2021-08-20
C005788,45,Female,Yes,2025-05-08
C005789,65,Male,Yes,2023-10-23
C005790,63,Male,Yes,2021-10-08
C005791,54,Male,No,2025-02-28
C005792,61,Female,No,2021-11-12
C005793,34,Female,No,2021-05-07
C005794,63,Female,No,2022-06-14
C005795,18,Female,Yes,2021-08-18
C005796,51,Male,No,2026-02-09
C005797,26,Male,No,2023-07-15
C005798,43,Female,Yes,2024-05-24
C005799,29,Male,Yes,2022-07-11
C005800,52,Male,Yes,2024-01-17
C005801,38,Male,No,2021-07-31
C005802,70,Male,Yes,2025-10-20
C005803,45,Female,Yes,2026-03-04
C005804,58,Male,No,2022-03-17
C005805,54,Female,No,2026-01-12
C005806,58,Female,Yes,2021-11-26
C005807,36,Female,Yes,2023-10-08
C005808,55,Male,No,2025-06-22
C005809,45,Male,Yes,2025-10-12
C005810,52,Female,No,2023-07-07
C005811,24,Female,Yes,2021-09-03
C005812,56,Male,No,2023-10-12
C005813,50,Female,No,2025-06-11
C005814,23,Male,No,2023-09-24
C005815,34,Male,Yes,2023-12-15
C005816,53,Female,Yes,2026-02-09
C005817,43,Male,No,2023-04-11
C005818,45,Female,No,2024-10-07
C005819,18,Male,Yes,2022-10-13
C005820,52,Male,No,2022-03-10
C005821,29,Male,No,2025-06-13
C005822,28,Male,No,2024-03-06
C005823,35,Male,No,2024-10-12
C005824,59,Male,Yes,2024-09-25
C005825,62,Female,Yes,2025-06-12
C005826,40,Female,Yes,2021-03-30
C005827,64,Female,Yes,2021-09-29
C005828,34,Female,Yes,2023-07-26
C005829,20,Female,Yes,2023-01-04
C005830,19,Female,No,2023-03-15
C005831,65,Male,Yes,2025-10-08
C005832,62,Female,Yes,2023-11-16
C005833,64,Female,No,2021-04-23
C005834,30,Female,No,2021-11-20
C005835,61,Male,Yes,2023-04-29
C005836,49,Female,No,2026-01-21
C005837,25,Male,No,2024-05-01
C005838,40,Male,No,2024-10-24
C005839,64,Male,Yes,2021-11-17
C005840,45,Male,Yes,2021-08-01
C005841,23,Female,No,2022-07-23
C005842,40,Female,Yes,2024-04-15
C005843,54,Female,No,2023-02-10
C005844,20,Female,No,2024-11-21
C005845,25,Male,Yes,2023-03-28
C005846,50,Male,No,2025-12-15
C005847,25,Female,Yes,2024-02-26
C005848,23,Female,Yes,2023-12-21
C005849,42,Female,Yes,2022-01-27
C005850,42,Female,Yes,2025-08-09
C005851,25,Male,Yes,2022-05-15
C005852,49,Female,No,2022-09-16
C005853,46,Female,No,2025-09-20
C005854,60,Male,No,2024-12-13
C005855,70,Male,No,2024-01-01
C005856,34,Female,Yes,2023-03-31
C005857,53,Male,No,2022-10-24
C005858,35,Female,No,2024-01-08
C005859,63,Female,No,2024-01-01
C005860,30,Female,No,2025-12-23
C005861,35,Female,No,2025-06-10
C005862,31,Male,Yes,2022-02-12
C005863,56,Female,Yes,2024-07-23
C005864,27,Male,Yes,2022-05-01
C005865,20,Male,Yes,2022-09-10
C005866,53,Male,No,2025-02-23
C005867,57,Male,Yes,2021-07-29
C005868,34,Female,Yes,2022-01-30
C005869,44,Female,No,2024-06-15
C005870,68,Male,No,2024-11-13
C005871,56,Female,Yes,2021-07-31
C005872,41,Male,No,2023-04-05
C005873,40,Female,No,2025-07-22
C005874,63,Male,Yes,2021-07-10
C005875,65,Male,Yes,2023-10-16
C005876,42,Female,Yes,2024-05-22
C005877,59,Female,No,2024-11-09
C005878,59,Female,No,2023-04-24
C005879,29,Male,Yes,2024-05-01
C005880,31,Female,No,2021-11-14
C005881,36,Male,No,2023-09-11
C005882,54,Female,Yes,2025-02-19
C005883,34,Female,No,2025-11-12
C005884,48,Male,No,2025-04-21
C005885,51,Male,No,2023-10-27
C005886,57,Male,No,2023-02-14
C005887,32,Male,Yes,2024-03-19
C005888,40,Male,No,2021-03-23
C005889,25,Male,No,2023-01-24
C005890,22,Female,Yes,2023-09-27
C005891,53,Female,Yes,2021-11-16
C005892,63,Female,Yes,2023-11-30
C005893,47,Female,Yes,2023-02-17
C005894,31,Male,Yes,2021-08-28
C005895,52,Female,Yes,2023-02-15
C005896,31,Female,No,2024-05-13
C005897,32,Male,No,2025-06-04
C005898,53,Male,No,2024-12-31
C005899,43,Female,No,2025-07-10
C005900,62,Female,Yes,2025-12-16
C005901,69,Male,No,2026-01-06
C005902,54,Male,Yes,2023-07-21
C005903,30,Male,No,2021-04-21
C005904,18,Male,Yes,2021-12-05
C005905,41,Male,Yes,2025-10-09
C005906,32,Male,Yes,2025-03-19
C005907,56,Male,Yes,2024-08-18
C005908,48,Male,Yes,2025-07-10
C005909,62,Female,No,2023-03-13
C005910,24,Male,Yes,2025-02-09
C005911,38,Male,Yes,2021-06-01
C005912,46,Female,No,2022-11-13
C005913,41,Female,No,2023-10-23
C005914,70,Male,Yes,2023-04-28
C005915,30,Female,Yes,2022-02-10
C005916,52,Female,No,2024-12-30
C005917,29,Male,Yes,2022-10-29
C005918,29,Male,No,2025-08-18
C005919,60,Female,No,2022-08-17
C005920,68,Female,No,2023-12-30
C005921,30,Male,No,2024-07-17
C005922,51,Male,No,2025-05-05
C005923,33,Male,No,2024-03-28
C005924,45,Male,No,2021-07-29
C005925,40,Male,Yes,2025-01-23
C005926,49,Male,No,2025-05-11
C005927,37,Female,No,2021-05-14
C005928,63,Female,Yes,2024-08-22
C005929,54,Male,No,2025-12-02
C005930,31,Male,No,2024-10-09
C005931,50,Female,Yes,2023-08-26
C005932,63,Female,Yes,2025-07-22
C005933,39,Male,No,2025-05-26
C005934,56,Female,Yes,2023-07-13
C005935,27,Female,No,2022-03-05
C005936,23,Female,No,2021-12-25
C005937,44,Female,Yes,2025-02-23
C005938,35,Male,Yes,2025-10-21
C005939,29,Female,No,2025-01-07
C005940,48,Female,Yes,2023-01-24
C005941,48,Male,No,2024-03-04
C005942,59,Female,Yes,2024-07-26
C005943,38,Female,No,2022-10-17
C005944,30,Female,No,2023-05-31
C005945,59,Male,No,2022-01-17
C005946,28,Female,Yes,2025-02-17
C005947,61,Female,No,2022-09-13
C005948,25,Female,Yes,2025-05-01
C005949,43,Male,Yes,2023-07-28
C005950,25,Male,Yes,2025-01-19
C005951,32,Female,Yes,2024-06-25
C005952,39,Female,Yes,2024-08-16
C005953,40,Male,No,2022-05-01
C005954,21,Female,Yes,2023-08-31
C005955,58,Male,No,2022-05-25
C005956,46,Male,No,2025-08-09
C005957,60,Male,Yes,2022-06-21
C005958,20,Female,Yes,2025-08-26
C005959,63,Male,Yes,2021-10-22
C005960,63,Female,No,2025-06-22
C005961,61,Male,Yes,2025-06-30
C005962,25,Female,No,2021-10-18
C005963,43,Male,No,2026-01-20
C005964,54,Male,No,2022-09-13
C005965,40,Male,Yes,2021-03-28
C005966,54,Female,No,2025-08-19
C005967,36,Female,No,2025-01-03
C005968,68,Male,Yes,2022-01-07
C005969,65,Male,Yes,2024-06-04
C005970,47,Male,Yes,2021-11-02
C005971,43,Male,No,2022-02-20
