order_id,order_date,product_id,store_id,customer_id,quantity,unit_price,discount,revenue,cost,profit
0RD00005643,24-04-2024,P0123,S028,C025137,5,7.04,0.2,28.16,15.41,12.75
0RD00005644,26-09-2023,P0178,S006,C011986,4,11.8,0.15,40.12,21.76,18.36
0RD00005645,18-12-2023,P0130,S052,C003468,4,8.17,0,32.68,21.76,10.92
0RD00005646,14-11-2023,P0172,S030,C000385,5,11.71,0.1,52.7,34.66,18.03
0RD00005647,11-04-2023,P0142,S084,C005163,1,13.42,0,13.42,9.31,4.11
0RD00005648,02-05-2023,P0085,S061,C048127,2,11.53,0.15,19.6,11.03,8.57
0RD00005649,06-05-2024,P0105,S094,C020434,2,9.12,0,18.24,9.99,8.25
0RD00005650,26-10-2024,P0162,S002,C011357,3,13.69,0,41.07,22.44,18.63
0RD00005651,28-04-2024,P0048,S062,C031951,2,5.34,0.15,9.08,5.41,3.67
0RD00005652,21-12-2024,P0047,S015,C027023,1,11.92,0,11.92,7.21,4.71
0RD00005653,13-09-2023,P0048,S082,C000499,3,10.6,0,31.8,16.1,15.7
0RD00005654,26-10-2023,P0009,S044,C034910,3,5.59,0,16.77,11.35,5.42
0RD00005655,26-04-2023,P0082,S076,C042516,1,5.43,0,5.43,3.06,2.37
0RD00005656,22-11-2024,P0081,S017,C032455,2,3.88,0,7.76,4.92,2.84
0RD00005657,24-04-2023,P0015,S046,C001073,2,4.48,0,8.96,4.62,4.34
0RD00005658,31-08-2024,P0076,S029,C006548,1,9.09,0,9.09,4.67,4.42
0RD00005659,14-12-2023,P0194,S091,C047111,1,10.82,0.2,8.66,5.58,3.08
0RD00005660,21-08-2024,P0106,S051,C030497,5,10.33,0,51.65,31.64,20.01
0RD00005661,14-10-2024,P0163,S019,C028519,3,9.16,0,27.48,17.02,10.46
0RD00005662,22-02-2023,P0183,S078,C008917,5,10.15,0,50.75,25.76,24.99
0RD00005663,31-03-2023,P0100,S056,C047904,5,14.85,0,74.25,44.22,30.03
0RD00005664,11-07-2023,P0165,S067,C003346,1,5.37,0.1,4.83,3.04,1.79
0RD00005665,24-03-2023,P0185,S096,C014999,2,12.95,0.2,20.72,12.59,8.13
0RD00005666,30-12-2023,P0047,S077,C007929,2,5.43,0,10.86,5.65,5.21
0RD00005667,21-08-2023,P0094,S076,C008147,4,11.13,0,44.52,25.82,18.7
0RD00005668,10-05-2023,P0116,S086,C014379,5,7.28,0.1,32.76,21.29,11.47
0RD00005669,06-07-2023,P0094,S059,C010613,4,9.37,0,37.48,26.23,11.25
0RD00005670,13-08-2024,P0100,S047,C029492,2,10.35,0.1,18.63,9.69,8.94
0RD00005671,30-01-2023,P0114,S080,C022904,2,13.93,0.1,25.07,13.64,11.44
0RD00005672,17-04-2024,P0102,S081,C020141,3,3.78,0,11.34,6.09,5.25
0RD00005673,20-07-2024,P0052,S004,C001853,4,4.9,0.1,17.64,10.26,7.38
0RD00005674,03-01-2023,P0201,S006,C037310,1,12.13,0.15,10.31,6.68,3.63
0RD00005675,20-02-2024,P0053,S008,C038849,2,6.08,0,12.16,8.4,3.76
0RD00005676,22-02-2023,P0137,S049,C014212,3,3.78,0.1,10.21,5.69,4.51
0RD00005677,15-05-2023,P0125,S013,C039484,1,3.22,0.1,2.9,1.76,1.14
0RD00005678,10-08-2023,P0067,S090,C009950,2,5.11,0,10.22,6.49,3.73
0RD00005679,12-03-2024,P0062,S033,C006344,2,9.08,0.15,15.44,9.77,5.67
0RD00005680,08-12-2024,P0100,S057,C029048,4,4.6,0.1,16.56,10.02,6.54
0RD00005681,05-09-2024,P0122,S002,C018637,4,6.62,0,26.48,15.45,11.03
0RD00005682,12-10-2024,P0063,S011,C000869,5,14.79,0,73.95,37.08,36.87
0RD00005683,21-05-2024,P0155,S048,C021272,4,5.6,0,22.4,12.65,9.75
0RD00005684,17-05-2023,P0200,S006,C011912,4,8.7,0,34.8,20.84,13.96
0RD00005685,05-07-2024,P0030,S072,C047501,2,5.64,0,11.28,6.78,4.5
0RD00005686,24-06-2023,P0102,S014,C042496,4,12,0,48,32.2,15.8
0RD00005687,19-07-2023,P0113,S022,C027657,5,4.77,0,23.85,16.39,7.46
0RD00005688,15-01-2023,P0151,S045,C012139,5,6.8,0,34,19.69,14.31
0RD00005689,08-04-2024,P0116,S073,C046865,2,12.37,0,24.74,15.28,9.46
0RD00005690,29-07-2023,P0110,S061,C033669,2,10.51,0,21.02,11.8,9.22
0RD00005691,12-03-2024,P0057,S049,C009725,5,13.32,0.15,56.61,28.64,27.97
0RD00005692,07-02-2024,P0028,S091,C001662,1,14.26,0,14.26,7.51,6.75
0RD00005693,09-09-2024,P0020,S071,C018999,3,7.8,0,23.4,15.89,7.51
0RD00005694,03-08-2024,P0172,S078,C038046,2,6.49,0,12.98,6.72,6.26
0RD00005695,14-04-2023,P0055,S031,C008739,4,4.58,0,18.32,11.05,7.27
0RD00005696,29-07-2023,P0048,S022,C009147,5,14.58,0,72.9,40.97,31.93
0RD00005697,25-04-2024,P0165,S094,C045074,3,12.77,0.2,30.65,15.86,14.79
0RD00005698,30-04-2023,P0086,S089,C024082,3,12.76,0,38.28,24.33,13.95
0RD00005699,14-08-2024,P0051,S035,C022062,3,3.79,0.1,10.23,5.99,4.25
0RD00005700,17-10-2024,P0037,S020,C001565,5,12.89,0,64.45,41.47,22.98
0RD00005701,21-11-2023,P0011,S006,C025676,5,9.26,0,46.3,31.15,15.15
0RD00005702,08-01-2024,P0184,S064,C035211,1,3.75,0,3.75,2,1.75
0RD00005703,03-07-2024,P0026,S042,C043950,4,4.59,0,18.36,12.24,6.12
0RD00005704,11-06-2023,P0132,S046,C005811,3,7.63,0.1,20.6,13.81,6.79
0RD00005705,11-07-2023,P0175,S041,C011145,3,14.45,0,43.35,23.68,19.67
0RD00005706,28-11-2023,P0162,S071,C044076,5,4.3,0,21.5,12.61,8.89
0RD00005707,18-09-2024,P0021,S001,C047176,3,8.44,0,25.32,15.5,9.82
0RD00005708,10-05-2024,P0167,S014,C004823,1,6.91,0.1,6.22,3.55,2.67
0RD00005709,09-05-2024,P0097,S069,C018964,1,10.06,0,10.06,5.91,4.15
0RD00005710,30-09-2024,P0095,S005,C019478,1,10.18,0.15,8.65,5.25,3.41
0RD00005711,20-05-2024,P0033,S063,C002034,2,6.24,0.1,11.23,6.18,5.05
0RD00005712,04-05-2024,P0105,S088,C024012,5,11.59,0,57.95,39.55,18.4
0RD00005713,29-02-2024,P0024,S089,C035461,4,14.97,0,59.88,32.34,27.54
0RD00005714,08-05-2023,P0158,S045,C007089,4,10.83,0,43.32,21.97,21.35
0RD00005715,27-01-2023,P0144,S015,C025368,5,9.8,0,49,27.11,21.89
0RD00005716,03-02-2024,P0196,S017,C027671,2,6.21,0.15,10.56,6.39,4.16
0RD00005717,26-11-2024,P0193,S027,C047140,3,14.9,0.15,38,20.76,17.24
0RD00005718,13-03-2023,P0138,S002,C024900,5,11.68,0,58.4,35.02,23.38
0RD00005719,18-05-2024,P0008,S094,C029075,2,3.64,0.15,6.19,3.13,3.06
0RD00005720,20-10-2023,P0076,S056,C017097,5,6.45,0,32.25,18.74,13.51
0RD00005721,16-06-2024,P0070,S055,C002073,4,9.11,0.15,30.97,17.67,13.3
0RD00005722,11-12-2023,P0126,S046,C017884,2,10.52,0,21.04,14.18,6.86
0RD00005723,25-06-2024,P0147,S075,C004250,5,8.38,0,41.9,27.44,14.46
0RD00005724,25-09-2024,P0178,S015,C020083,5,10.61,0.1,47.74,26.02,21.72
0RD00005725,02-02-2024,P0148,S002,C041892,2,6.85,0.15,11.64,6.37,5.27
0RD00005726,16-08-2024,P0120,S074,C047809,5,4.77,0,23.85,13.06,10.79
0RD00005727,14-09-2024,P0142,S040,C045100,4,9.51,0,38.04,24.63,13.41
0RD00005728,04-03-2023,P0087,S100,C002935,2,12.4,0,24.8,15.29,9.51
0RD00005729,04-02-2023,P0109,S087,C004305,2,9.98,0,19.96,12.26,7.7
0RD00005730,20-04-2023,P0118,S079,C041535,4,13.52,0.15,45.97,28.09,17.88
0RD00005731,11-08-2024,P0128,S052,C030664,5,4.99,0,24.95,16.1,8.85
0RD00005732,25-11-2023,P0108,S097,C012961,2,11.16,0,22.32,13.31,9.01
0RD00005733,10-01-2024,P0106,S004,C025010,1,4.89,0,4.89,2.86,2.03
0RD00005734,19-06-2023,P0161,S042,C011655,4,14.55,0,58.2,30.42,27.78
0RD00005735,23-07-2024,P0042,S038,C026109,4,6.79,0,27.16,16.51,10.65
0RD00005736,02-01-2023,P0182,S093,C049036,5,4.53,0,22.65,12.72,9.93
0RD00005737,17-07-2023,P0199,S008,C034052,3,14.81,0,44.43,29.09,15.34
0RD00005738,11-10-2024,P0086,S033,C028010,3,12.08,0,36.24,25.13,11.11
0RD00005739,11-02-2024,P0067,S070,C019076,5,7.36,0,36.8,20.74,16.06
0RD00005740,04-06-2024,P0014,S021,C001529,2,14.33,0,28.66,16.14,12.52
0RD00005741,21-05-2024,P0166,S010,C040326,4,11.35,0,45.4,28.19,17.21
0RD00005742,08-09-2023,P0113,S029,C027060,4,14.78,0,59.12,30.28,28.84
0RD00005743,24-08-2023,P0197,S087,C039319,3,11.14,0,33.42,22.71,10.71
0RD00005744,18-09-2024,P0182,S051,C040273,5,5.88,0,29.4,18.08,11.32
0RD00005745,16-11-2023,P0003,S069,C043908,3,10.78,0,32.34,20.21,12.13
0RD00005746,01-02-2024,P0026,S019,C028512,2,10.09,0.2,16.14,11.26,4.88
0RD00005747,31-10-2024,P0127,S093,C006335,4,14.76,0.1,53.14,29.85,23.28
0RD00005748,25-05-2023,P0068,S077,C041024,5,3.62,0.2,14.48,8.27,6.21
0RD00005749,03-03-2024,P0158,S098,C040405,4,9.1,0,36.4,22.51,13.89
0RD00005750,14-12-2024,P0048,S067,C042715,2,9.81,0,19.62,11.77,7.85
0RD00005751,17-05-2023,P0142,S069,C045913,3,4.45,0,13.35,9.14,4.21
0RD00005752,26-10-2023,P0117,S017,C034922,2,6.42,0,12.84,7.47,5.37
0RD00005753,06-11-2023,P0019,S056,C038964,3,6.53,0.1,17.63,10.36,7.27
0RD00005754,10-06-2024,P0003,S004,C021215,5,9,0,45,23.81,21.19
0RD00005755,05-04-2023,P0015,S091,C016931,5,10.06,0,50.3,27.74,22.56
0RD00005756,19-05-2023,P0048,S047,C046522,3,9.26,0,27.78,18.5,9.28
0RD00005757,29-11-2023,P0107,S063,C015600,4,13.58,0,54.32,37.85,16.47
0RD00005758,05-12-2023,P0074,S022,C024194,4,10.13,0,40.52,27.26,13.26
0RD00005759,31-10-2023,P0025,S065,C017930,3,10.31,0,30.93,18.02,12.91
0RD00005760,02-11-2023,P0165,S013,C045106,2,12.77,0,25.54,17.85,7.69
0RD00005761,22-03-2024,P0112,S090,C005462,2,9.68,0,19.36,10.97,8.39
0RD00005762,28-11-2024,P0153,S028,C014683,5,6.43,0,32.15,17,15.15
0RD00005763,14-01-2023,P0109,S062,C005290,2,12.48,0.15,21.22,11.26,9.96
0RD00005764,28-05-2023,P0175,S005,C021082,1,4.91,0.15,4.17,2.27,1.91
0RD00005765,23-11-2024,P0007,S070,C018472,2,5.93,0,11.86,7.1,4.76
0RD00005766,11-05-2024,P0113,S030,C009381,4,4.53,0,18.12,12.03,6.09
0RD00005767,26-12-2024,P0010,S048,C035324,5,3.76,0,18.8,10.98,7.82
0RD00005768,25-10-2024,P0185,S015,C024703,2,4.24,0,8.48,4.35,4.13
0RD00005769,22-07-2023,P0197,S057,C002544,5,8.56,0.15,36.38,24.29,12.09
0RD00005770,19-12-2024,P0129,S050,C005886,4,8.13,0,32.52,17.19,15.33
0RD00005771,23-05-2024,P0112,S005,C049930,4,7.69,0,30.76,16.19,14.57
0RD00005772,29-03-2024,P0201,S057,C043343,4,12.97,0,51.88,31.03,20.85
0RD00005773,21-08-2023,P0195,S033,C017809,3,11.69,0,35.07,21.66,13.41
0RD00005774,06-06-2023,P0065,S097,C030520,5,13.92,0,69.6,40.82,28.78
0RD00005775,09-05-2024,P0173,S042,C013801,3,9.2,0,27.6,15.33,12.27
0RD00005776,27-07-2023,P0165,S079,C005729,4,12.08,0,48.32,27.55,20.77
0RD00005777,30-11-2024,P0145,S076,C001991,1,7.41,0,7.41,3.82,3.59
0RD00005778,12-04-2024,P0157,S084,C022819,2,10.31,0,20.62,14.37,6.25
0RD00005779,25-03-2024,P0188,S014,C010192,4,6.08,0,24.32,13.05,11.27
0RD00005780,18-01-2023,P0178,S091,C003940,4,4.12,0,16.48,10.4,6.08
0RD00005781,27-04-2024,P0156,S023,C022125,2,10.46,0,20.92,13.72,7.2
0RD00005782,05-05-2023,P0177,S058,C047957,2,4.72,0,9.44,5.21,4.23
0RD00005783,07-01-2023,P0201,S051,C014576,5,8.23,0,41.15,28.66,12.49
0RD00005784,23-04-2023,P0140,S041,C020293,2,6.39,0,12.78,7.15,5.63
0RD00005785,03-01-2024,P0156,S037,C024208,4,11.87,0.15,40.36,26.19,14.17
0RD00005786,17-06-2023,P0169,S026,C004561,4,12.52,0,50.08,28.84,21.24
0RD00005787,17-05-2024,P0012,S062,C044867,2,7.78,0.2,12.45,8.64,3.8
0RD00005788,03-06-2024,P0071,S054,C017273,3,7.4,0.2,17.76,8.97,8.79
0RD00005789,18-03-2024,P0060,S090,C039006,2,14.12,0,28.24,17.55,10.69
0RD00005790,13-04-2023,P0184,S077,C002894,3,8.52,0.2,20.45,10.56,9.88
0RD00005791,31-08-2024,P0039,S040,C039386,1,5.72,0,5.72,2.87,2.85
0RD00005792,23-01-2023,P0173,S012,C029047,4,3.5,0,14,8.44,5.56
0RD00005793,14-08-2023,P0183,S049,C048163,4,11.15,0,44.6,24.45,20.15
0RD00005794,11-05-2024,P0154,S020,C047473,2,9.62,0.2,15.39,9.55,5.84
0RD00005795,07-06-2024,P0198,S088,C034597,2,10.86,0,21.72,13,8.72
0RD00005796,02-02-2023,P0104,S025,C019959,2,13.48,0,26.96,14.3,12.66
0RD00005797,13-03-2024,P0179,S031,C003943,3,14.62,0.1,39.47,25.5,13.97
0RD00005798,10-09-2024,P0083,S057,C032163,2,11.98,0.15,20.37,12.83,7.54
0RD00005799,22-10-2024,P0042,S064,C045148,5,8.93,0.15,37.95,23.84,14.11
0RD00005800,31-03-2023,P0199,S018,C029511,4,4.62,0,18.48,11.18,7.3
0RD00005801,30-01-2024,P0171,S051,C037703,3,5.69,0.1,15.36,10.66,4.71
0RD00005802,11-10-2023,P0040,S030,C039685,1,3.66,0,3.66,2.3,1.36
0RD00005803,02-08-2024,P0059,S059,C013798,3,12.76,0.1,34.45,21.51,12.94
0RD00005804,27-05-2023,P0125,S083,C043323,5,11.7,0,58.5,29.9,28.6
0RD00005805,26-04-2024,P0126,S091,C038802,3,13.44,0,40.32,22.69,17.63
0RD00005806,03-02-2023,P0143,S048,C033172,3,5.17,0.1,13.96,8.08,5.88
0RD00005807,24-05-2023,P0143,S038,C001698,4,14.03,0,56.12,30.93,25.19
0RD00005808,07-11-2023,P0021,S086,C010337,3,14.61,0,43.83,25.13,18.7
0RD00005809,02-12-2023,P0187,S091,C031440,1,14.56,0,14.56,9.79,4.77
0RD00005810,13-12-2023,P0107,S078,C010044,4,10.74,0,42.96,28.2,14.76
0RD00005811,01-06-2024,P0079,S088,C044462,4,14.14,0,56.56,38.8,17.76
0RD00005812,10-03-2023,P0143,S075,C042856,3,11.23,0.15,28.64,18.84,9.8
0RD00005813,20-12-2023,P0012,S060,C006276,2,13.86,0,27.72,18.35,9.37
0RD00005814,26-07-2024,P0058,S081,C031170,4,14.75,0,59,37.78,21.22
0RD00005815,27-08-2023,P0174,S073,C014971,2,7.29,0,14.58,7.58,7
0RD00005816,19-09-2023,P0134,S030,C009253,3,10.38,0,31.14,16.62,14.52
0RD00005817,25-04-2024,P0029,S092,C036287,4,6.76,0,27.04,18.2,8.84
0RD00005818,03-03-2023,P0185,S004,C015492,5,13.74,0.15,58.4,35.79,22.6
0RD00005819,21-01-2023,P0113,S072,C043540,5,13.29,0,66.45,35.91,30.54
0RD00005820,26-07-2024,P0044,S010,C036765,5,11.97,0.1,53.87,36.89,16.97
0RD00005821,13-02-2024,P0169,S088,C015670,4,13.03,0.15,44.3,26.49,17.81
0RD00005822,21-08-2023,P0042,S096,C016085,2,12.11,0.15,20.59,11.73,8.86
0RD00005823,30-08-2023,P0057,S014,C005860,3,7.05,0.15,17.98,11.32,6.66
0RD00005824,16-07-2023,P0184,S012,C026107,4,6.42,0,25.68,16.08,9.6
0RD00005825,17-08-2023,P0028,S014,C029820,1,4.46,0,4.46,2.97,1.49
0RD00005826,19-04-2024,P0042,S098,C012471,3,11.68,0.15,29.78,17.1,12.68
0RD00005827,13-11-2024,P0137,S081,C022237,4,11.69,0,46.76,29.71,17.05
0RD00005828,10-09-2023,P0041,S025,C035601,2,11.25,0,22.5,14.83,7.67
0RD00005829,08-03-2024,P0185,S044,C022414,5,6.02,0.2,24.08,15.67,8.41
0RD00005830,01-05-2023,P0009,S014,C012164,4,5.06,0.15,17.2,10.07,7.14
0RD00005831,22-04-2024,P0052,S001,C048131,1,3.82,0,3.82,2.31,1.51
0RD00005832,25-01-2023,P0116,S057,C028232,3,7.85,0,23.55,13.37,10.18
0RD00005833,06-02-2024,P0090,S028,C047361,4,12.22,0,48.88,26.6,22.28
0RD00005834,01-04-2024,P0141,S064,C042947,4,3.17,0.2,10.14,5.92,4.23
0RD00005835,11-06-2024,P0150,S082,C016998,3,12.07,0,36.21,23.4,12.81
0RD00005836,16-07-2024,P0099,S028,C000108,4,5.06,0.1,18.22,10.74,7.47
0RD00005837,14-07-2024,P0119,S057,C004547,5,3.46,0,17.3,9.68,7.62
0RD00005838,03-11-2024,P0092,S089,C047799,3,10.55,0.15,26.9,13.71,13.19
0RD00005839,17-07-2023,P0184,S061,C049805,3,7.61,0,22.83,11.68,11.15
0RD00005840,28-06-2024,P0013,S076,C022913,2,9.58,0,19.16,11.74,7.42
0RD00005841,06-11-2024,P0081,S076,C042107,5,7.62,0,38.1,24.15,13.95
0RD00005842,28-04-2023,P0014,S003,C040586,3,13.38,0.15,34.12,18.96,15.16
0RD00005843,12-05-2023,P0045,S063,C032177,1,14.92,0,14.92,9.62,5.3
0RD00005844,01-09-2023,P0122,S046,C027844,2,3.45,0,6.9,4.72,2.18
0RD00005845,08-03-2024,P0074,S019,C025315,4,10.46,0,41.84,22.89,18.95
0RD00005846,04-06-2024,P0093,S091,C039482,4,10.67,0.1,38.41,22.67,15.74
0RD00005847,27-09-2023,P0134,S097,C025789,2,6.23,0,12.46,8.5,3.96
0RD00005848,15-11-2024,P0067,S084,C033637,1,13.16,0,13.16,8.54,4.62
0RD00005849,02-12-2023,P0023,S093,C008952,5,9.23,0.15,39.23,23.37,15.86
0RD00005850,16-01-2023,P0132,S037,C024121,3,4.68,0,14.04,9.08,4.96
0RD00005851,01-08-2024,P0098,S055,C028540,1,14.35,0.15,12.2,7.92,4.28
0RD00005852,26-09-2024,P0168,S032,C004592,5,5,0,25,13.31,11.69
0RD00005853,19-08-2023,P0113,S057,C005250,5,10.12,0.2,40.48,25.33,15.15
0RD00005854,24-07-2024,P0156,S088,C031546,4,8.18,0,32.72,19.89,12.83
0RD00005855,20-11-2024,P0153,S011,C043482,3,10.09,0,30.27,19.54,10.73
0RD00005856,06-10-2023,P0160,S089,C037078,1,5.75,0,5.75,3.41,2.34
0RD00005857,01-10-2023,P0019,S034,C012532,3,3.95,0.1,10.67,5.54,5.13
0RD00005858,20-11-2024,P0098,S058,C022966,5,4.13,0.15,17.55,10.96,6.59
0RD00005859,26-10-2024,P0153,S063,C021852,5,12.1,0,60.5,40.46,20.04
0RD00005860,15-07-2024,P0080,S074,C045599,5,13.66,0,68.3,37.33,30.97
0RD00005861,01-01-2024,P0062,S001,C026107,5,14.87,0.15,63.2,37.42,25.77
0RD00005862,06-02-2024,P0102,S086,C044894,1,3.56,0.1,3.2,2.05,1.16
0RD00005863,26-06-2024,P0142,S065,C014187,2,8.23,0,16.46,8.47,7.99
0RD00005864,21-12-2024,P0075,S023,C035903,5,5.27,0.2,21.08,13.17,7.91
0RD00005865,22-08-2023,P0152,S033,C019729,2,9.4,0,18.8,9.66,9.14
0RD00005866,22-05-2023,P0149,S021,C027067,4,4.19,0,16.76,10.65,6.11
0RD00005867,07-05-2023,P0036,S033,C029682,2,3.2,0,6.4,4.23,2.17
0RD00005868,13-02-2024,P0196,S023,C017502,1,8.99,0.1,8.09,5.09,3
0RD00005869,15-03-2024,P0101,S001,C033563,4,5.03,0,20.12,10.6,9.52
0RD00005870,29-09-2023,P0121,S079,C003387,1,8.28,0,8.28,4.97,3.31
0RD00005871,24-07-2024,P0154,S089,C012378,3,3.85,0,11.55,6.4,5.15
0RD00005872,26-05-2024,P0045,S024,C034243,3,13.7,0.1,36.99,18.68,18.31
0RD00005873,23-08-2024,P0060,S023,C027798,3,3.55,0.15,9.05,5.27,3.79
0RD00005874,09-01-2024,P0010,S024,C027644,5,7.06,0,35.3,24.32,10.98
0RD00005875,25-06-2024,P0102,S063,C015634,4,9.02,0.1,32.47,18.2,14.27
0RD00005876,23-02-2023,P0109,S079,C003012,3,8.61,0,25.83,16.7,9.13
0RD00005877,06-06-2024,P0049,S031,C003223,2,3.84,0,7.68,4.17,3.51
0RD00005878,07-12-2024,P0160,S037,C047226,3,6.86,0.1,18.52,10.08,8.44
0RD00005879,02-01-2023,P0013,S045,C010727,5,10.22,0.15,43.44,28.01,15.42
0RD00005880,13-04-2023,P0061,S015,C012466,2,8.35,0,16.7,10.15,6.55
0RD00005881,02-07-2023,P0152,S019,C001796,3,7.1,0,21.3,14.24,7.06
0RD00005882,28-08-2023,P0052,S017,C027042,3,9.47,0.2,22.73,12.79,9.94
0RD00005883,08-06-2023,P0099,S052,C024544,3,14.09,0,42.27,28.76,13.51
0RD00005884,02-01-2024,P0200,S036,C011400,3,10.85,0.2,26.04,15.82,10.22
0RD00005885,11-07-2024,P0114,S005,C032449,5,4.04,0,20.2,11.43,8.77
0RD00005886,03-02-2023,P0139,S087,C030347,2,6.39,0.1,11.5,7.01,4.49
0RD00005887,24-07-2023,P0160,S059,C042409,3,13.64,0,40.92,23.9,17.02
0RD00005888,28-04-2024,P0011,S045,C039963,4,3.85,0,15.4,9.27,6.13
0RD00005889,27-01-2024,P0043,S050,C010054,5,4.77,0,23.85,15.34,8.51
0RD00005890,24-01-2023,P0024,S096,C002562,1,8.13,0.2,6.5,4.22,2.28
0RD00005891,07-07-2023,P0007,S003,C040057,5,11.11,0.1,49.99,29.74,20.26
0RD00005892,08-11-2024,P0018,S062,C023730,2,9.16,0,18.32,11.37,6.95
0RD00005893,18-05-2023,P0112,S072,C044539,1,3.3,0.1,2.97,1.68,1.29
0RD00005894,05-07-2023,P0187,S024,C019057,1,8.96,0,8.96,5.09,3.87
0RD00005895,22-02-2024,P0090,S073,C005061,3,12.24,0,36.72,23.43,13.29
0RD00005896,25-06-2023,P0130,S062,C011660,1,6.53,0,6.53,3.53,3
0RD00005897,08-05-2023,P0189,S026,C002788,2,6.51,0.2,10.42,6.48,3.94
0RD00005898,08-09-2024,P0141,S078,C011612,4,14.67,0,58.68,38.58,20.1
0RD00005899,31-10-2023,P0058,S015,C018861,2,13.59,0.15,23.1,11.58,11.52
0RD00005900,21-02-2023,P0152,S044,C012982,1,3.09,0.2,2.47,1.62,0.85
0RD00005901,07-02-2023,P0089,S080,C018200,2,12.53,0.1,22.55,14.89,7.66
0RD00005902,23-06-2024,P0030,S076,C011217,4,14.93,0,59.72,32.25,27.47
0RD00005903,26-08-2023,P0082,S030,C025552,3,9.31,0.15,23.74,12.55,11.19
0RD00005904,14-03-2024,P0105,S021,C047826,4,8.42,0,33.68,19.22,14.46
0RD00005905,24-11-2023,P0004,S024,C019315,5,9.19,0.2,36.76,23.31,13.45
0RD00005906,03-06-2023,P0080,S020,C023474,2,8.64,0,17.28,11.24,6.04
0RD00005907,10-07-2024,P0005,S041,C005595,3,11.94,0,35.82,24.77,11.05
0RD00005908,09-10-2024,P0196,S014,C006056,3,9.36,0.2,22.46,12.45,10.02
0RD00005909,08-09-2024,P0092,S086,C020494,3,13.79,0.2,33.1,20.49,12.61
0RD00005910,03-07-2024,P0054,S035,C006089,4,10.49,0,41.96,22.52,19.44
0RD00005911,03-10-2023,P0106,S016,C016106,2,5.08,0,10.16,6.8,3.36
0RD00005912,01-10-2024,P0021,S011,C001000,5,3.63,0,18.15,11.13,7.02
0RD00005913,29-09-2023,P0160,S072,C003422,3,6.23,0.2,14.95,8.43,6.52
0RD00005914,06-05-2023,P0102,S086,C040657,2,13.68,0,27.36,18.7,8.66
0RD00005915,18-04-2023,P0178,S018,C021221,2,5.07,0,10.14,5.24,4.9
0RD00005916,31-05-2024,P0200,S061,C045186,5,7.4,0.1,33.3,17.39,15.91
0RD00005917,07-10-2023,P0036,S099,C035113,5,8.43,0.2,33.72,23.21,10.51
0RD00005918,18-03-2024,P0180,S048,C022351,2,6.77,0,13.54,8.43,5.11
0RD00005919,05-06-2024,P0137,S047,C032525,4,10.26,0,41.04,28.52,12.52
0RD00005920,26-03-2024,P0156,S061,C023745,3,5.4,0,16.2,8.48,7.72
0RD00005921,30-07-2023,P0137,S035,C001969,2,10.94,0,21.88,11.86,10.02
0RD00005922,20-04-2024,P0168,S066,C029244,5,3.87,0.1,17.42,11.48,5.94
0RD00005923,04-11-2024,P0129,S085,C043468,5,11.29,0,56.45,33.39,23.06
0RD00005924,16-09-2023,P0172,S045,C015957,4,4.52,0,18.08,9.46,8.62
0RD00005925,26-10-2023,P0111,S002,C019260,1,8.59,0,8.59,5.53,3.06
0RD00005926,16-09-2024,P0171,S053,C038734,2,7.77,0,15.54,9.51,6.03
0RD00005927,01-09-2023,P0075,S037,C038003,4,4.02,0.15,13.67,7.67,5.99
0RD00005928,19-01-2023,P0166,S012,C027215,4,5.25,0.2,16.8,10.52,6.28
0RD00005929,25-02-2024,P0025,S011,C008162,2,14.17,0,28.34,14.72,13.62
0RD00005930,24-09-2023,P0179,S034,C036947,4,14.06,0,56.24,37.35,18.89
0RD00005931,27-01-2023,P0169,S012,C047121,3,8.43,0,25.29,16.08,9.21
0RD00005932,15-03-2024,P0185,S081,C017425,5,4.54,0,22.7,12.15,10.55
0RD00005933,25-04-2024,P0075,S021,C007919,5,13.16,0,65.8,33.23,32.57
0RD00005934,01-04-2024,P0097,S074,C002331,1,8.03,0,8.03,4.47,3.56
0RD00005935,13-03-2023,P0041,S034,C020561,1,10.5,0.1,9.45,4.74,4.71
0RD00005936,29-10-2023,P0170,S061,C037833,5,7.33,0.15,31.15,19.4,11.75
0RD00005937,26-02-2024,P0108,S054,C019225,5,3.64,0,18.2,10.3,7.9
0RD00005938,01-08-2024,P0097,S078,C012125,1,6.54,0,6.54,3.59,2.95
0RD00005939,29-03-2023,P0078,S091,C001145,3,6.23,0,18.69,9.99,8.7
0RD00005940,17-08-2023,P0106,S018,C040884,3,3.89,0.1,10.5,5.77,4.74
0RD00005941,21-04-2024,P0021,S087,C031812,3,9.82,0,29.46,20.25,9.21
0RD00005942,08-06-2023,P0084,S029,C024643,1,9.52,0.1,8.57,5.23,3.34
0RD00005943,14-08-2023,P0189,S021,C018699,5,14.79,0,73.95,38.93,35.02
0RD00005944,20-01-2023,P0106,S092,C023231,3,5.43,0,16.29,11.3,4.99
0RD00005945,08-03-2024,P0130,S016,C017028,2,7.68,0,15.36,8.7,6.66
0RD00005946,22-10-2024,P0151,S018,C045833,1,3.04,0,3.04,1.94,1.1
0RD00005947,17-01-2023,P0167,S048,C044237,5,14.28,0,71.4,43.34,28.06
0RD00005948,05-06-2024,P0142,S062,C049292,5,11.12,0.2,44.48,29.62,14.86
